7ŒŽ5“ú,1,0,1
7ŒŽ6“ú,1,1,2
7ŒŽ7“ú,0,0,0
7ŒŽ8“ú,0,0,0
7ŒŽ9“ú,0,0,0
7ŒŽ10“ú,1,1,2
7ŒŽ11“ú,0,0,0
7ŒŽ12“ú,0,1,1
7ŒŽ13“ú,1,1,2
7ŒŽ14“ú,1,1,2
7ŒŽ15“ú,0,0,0
7ŒŽ16“ú,0,0,0
7ŒŽ17“ú,0,1,1
7ŒŽ18“ú,0,0,0
7ŒŽ19“ú,0,0,0
7ŒŽ20“ú,0,1,1
7ŒŽ21“ú,0,0,0
7ŒŽ22“ú,0,0,0
7ŒŽ23“ú,1,0,1
7ŒŽ24“ú,0,0,0
7ŒŽ25“ú,0,0,0
7ŒŽ26“ú,0,0,0
7ŒŽ27“ú,0,0,0
7ŒŽ28“ú,0,0,0
7ŒŽ29“ú,0,0,0
7ŒŽ30“ú,0,0,0
7ŒŽ31“ú,0,0,0
8ŒŽ1“ú,0,0,0
8ŒŽ2“ú,0,0,0
8ŒŽ3“ú,0,1,1
8ŒŽ4“ú,0,0,0
8ŒŽ5“ú,0,1,1
8ŒŽ6“ú,1,0,1
8ŒŽ7“ú,0,1,1
8ŒŽ8“ú,0,0,0
8ŒŽ9“ú,0,1,1
8ŒŽ10“ú,0,1,1
8ŒŽ11“ú,0,0,0
8ŒŽ12“ú,0,0,0
8ŒŽ13“ú,0,0,0
8ŒŽ14“ú,0,0,0
8ŒŽ15“ú,0,0,0
8ŒŽ16“ú,0,1,1
8ŒŽ17“ú,0,1,1
8ŒŽ18“ú,1,0,1
8ŒŽ19“ú,1,0,1
8ŒŽ20“ú,1,0,1
8ŒŽ21“ú,0,0,0
8ŒŽ22“ú,0,0,0
8ŒŽ23“ú,0,0,0
8ŒŽ24“ú,0,0,0
8ŒŽ25“ú,1,0,1
8ŒŽ26“ú,0,1,1
8ŒŽ27“ú,0,1,1
8ŒŽ28“ú,0,1,1
8ŒŽ29“ú,0,0,0
8ŒŽ30“ú,0,1,1
8ŒŽ31“ú,0,0,0
9ŒŽ1“ú,0,0,0
9ŒŽ2“ú,0,1,1
9ŒŽ3“ú,0,1,1
9ŒŽ4“ú,0,1,1
9ŒŽ5“ú,1,0,1
9ŒŽ6“ú,0,0,0
9ŒŽ7“ú,0,0,0
9ŒŽ8“ú,0,1,1
9ŒŽ9“ú,0,1,1
9ŒŽ10“ú,0,0,0
9ŒŽ11“ú,0,0,0
9ŒŽ12“ú,0,1,1
9ŒŽ13“ú,0,1,1
9ŒŽ14“ú,0,1,1
9ŒŽ15“ú,0,1,1
9ŒŽ16“ú,1,0,1
9ŒŽ17“ú,0,0,0
9ŒŽ18“ú,0,0,0
9ŒŽ19“ú,0,0,0
9ŒŽ20“ú,0,0,0
9ŒŽ21“ú,0,0,0
9ŒŽ22“ú,0,0,0
9ŒŽ23“ú,0,1,1
9ŒŽ24“ú,0,1,1
9ŒŽ25“ú,1,0,1
9ŒŽ26“ú,1,0,1
9ŒŽ27“ú,0,0,0
9ŒŽ28“ú,0,0,0
9ŒŽ29“ú,0,1,1
9ŒŽ30“ú,0,1,1
10ŒŽ1“ú,0,0,0
10ŒŽ2“ú,1,1,2
10ŒŽ3“ú,1,1,2
10ŒŽ4“ú,0,0,0
10ŒŽ5“ú,1,1,2
10ŒŽ6“ú,0,0,0
10ŒŽ7“ú,0,0,0
10ŒŽ8“ú,1,0,1
10ŒŽ9“ú,0,1,1
10ŒŽ10“ú,0,0,0
10ŒŽ11“ú,0,0,0
10ŒŽ12“ú,0,0,0
10ŒŽ13“ú,1,0,1
10ŒŽ14“ú,1,0,1
10ŒŽ15“ú,0,1,1
10ŒŽ16“ú,0,1,1
10ŒŽ17“ú,0,1,1
10ŒŽ18“ú,0,0,0
10ŒŽ19“ú,1,0,1
10ŒŽ20“ú,1,0,1
10ŒŽ21“ú,0,1,1
10ŒŽ22“ú,0,0,0
10ŒŽ23“ú,0,0,0
10ŒŽ24“ú,0,0,0
10ŒŽ25“ú,0,0,0
10ŒŽ26“ú,1,1,2
10ŒŽ27“ú,1,0,1
10ŒŽ28“ú,0,0,0
10ŒŽ29“ú,0,0,0
10ŒŽ30“ú,1,1,2
10ŒŽ31“ú,0,0,0
11ŒŽ1“ú,0,0,0
11ŒŽ2“ú,0,0,0
11ŒŽ3“ú,0,0,0
11ŒŽ4“ú,0,0,0
11ŒŽ5“ú,0,1,1
11ŒŽ6“ú,1,0,1
11ŒŽ7“ú,1,0,1
11ŒŽ8“ú,0,0,0
11ŒŽ9“ú,0,0,0
11ŒŽ10“ú,0,0,0
11ŒŽ11“ú,0,0,0
11ŒŽ12“ú,0,1,1
11ŒŽ13“ú,0,0,0
11ŒŽ14“ú,0,0,0
11ŒŽ15“ú,1,1,2
11ŒŽ16“ú,1,0,1
11ŒŽ17“ú,0,0,0
11ŒŽ18“ú,0,1,1
11ŒŽ19“ú,0,1,1
11ŒŽ20“ú,1,0,1
11ŒŽ21“ú,0,1,1
11ŒŽ22“ú,0,0,0
11ŒŽ23“ú,1,0,1
11ŒŽ24“ú,1,0,1
11ŒŽ25“ú,1,0,1
11ŒŽ26“ú,0,0,0
11ŒŽ27“ú,0,0,0
11ŒŽ28“ú,0,0,0
11ŒŽ29“ú,1,0,1
11ŒŽ30“ú,0,0,0
12ŒŽ1“ú,0,0,0
12ŒŽ2“ú,0,0,0
12ŒŽ3“ú,0,0,0
12ŒŽ4“ú,0,0,0
12ŒŽ5“ú,1,0,1
12ŒŽ6“ú,1,0,1
12ŒŽ7“ú,1,0,1
12ŒŽ8“ú,1,1,2
12ŒŽ9“ú,1,0,1
12ŒŽ10“ú,0,0,0
12ŒŽ11“ú,0,0,0
12ŒŽ12“ú,0,0,0
12ŒŽ13“ú,0,0,0
12ŒŽ14“ú,0,0,0
12ŒŽ15“ú,0,0,0
12ŒŽ16“ú,0,0,0
12ŒŽ17“ú,0,1,1
12ŒŽ18“ú,0,0,0
12ŒŽ19“ú,0,0,0
12ŒŽ20“ú,0,0,0
12ŒŽ21“ú,0,0,0
12ŒŽ22“ú,0,0,0
12ŒŽ23“ú,0,0,0
12ŒŽ24“ú,0,0,0
12ŒŽ25“ú,0,0,0
12ŒŽ26“ú,0,1,1
12ŒŽ27“ú,0,1,1
12ŒŽ28“ú,0,0,0
12ŒŽ29“ú,0,0,0
12ŒŽ30“ú,0,0,0
12ŒŽ31“ú,0,0,0
